gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Recency,Frequency,Monetary,Segment,churn_prob,Risk,Value,Action
Male,0,No,No,23,1,1,Fiber optic,0,0,1,1,1,0,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,0,23,5,2085.45,3,0.3423484677153274,Medium Risk,Medium Value,General engagement
Female,0,No,No,13,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,Yes,Electronic check,100.35,1358.85,1,13,5,1358.85,3,0.24448670410789808,Medium Risk,Low Value,General engagement
Male,0,Yes,No,47,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,104.1,5135.15,0,47,6,5135.15,1,0.3435261657085541,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,No,No,38,1,0,No,0,0,0,0,0,0,One year,No,Mailed check,20.1,730.1,0,38,1,730.1,0,0.16052085254871476,Low Risk,Low Value,General engagement
Female,1,Yes,No,38,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,1,38,2,2869.85,0,0.31551584633550994,Medium Risk,Medium Value,General engagement
Female,1,No,No,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),56.55,118.25,0,2,3,118.25,2,0.1920081479014776,Low Risk,Low Value,General engagement
Male,1,Yes,Yes,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,Yes,Credit card (automatic),49.25,49.25,1,1,2,49.25,2,0.20025770253637837,Medium Risk,Low Value,General engagement
Male,0,Yes,No,15,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,0,15,1,1108.6,2,0.2497024786324,Medium Risk,Low Value,General engagement
Female,0,No,No,26,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,0,26,1,1815.65,2,0.24528347501228687,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,35,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.7,730.4,0,35,1,730.4,0,0.07287613522488494,Low Risk,Low Value,General engagement
Male,0,No,Yes,3,1,0,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.05,75.45,0,3,1,75.45,2,0.13248719636772038,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,50,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,No,Electronic check,103.7,5071.05,1,50,6,5071.05,1,0.30971678627058374,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,Yes,No,42,1,1,Fiber optic,1,0,1,0,0,1,Month-to-month,Yes,Electronic check,94.4,4014.6,0,42,5,4014.6,1,0.2372105895316633,Medium Risk,Medium Value,General engagement
Male,0,Yes,No,10,1,0,DSL,1,0,0,1,0,0,Month-to-month,Yes,Credit card (automatic),54.95,568.85,0,10,3,568.85,2,0.20923572014366726,Medium Risk,Low Value,General engagement
Female,0,Yes,No,61,1,0,Fiber optic,1,1,0,1,0,1,One year,No,Bank transfer (automatic),93.7,5860.7,0,61,5,5860.7,1,0.4769665071433601,High Risk,High Value,Priority: Give discounts + personal offers
Female,0,No,No,68,1,1,Fiber optic,1,1,0,1,1,1,Two year,No,Credit card (automatic),110.25,7279.35,0,68,7,7279.35,1,0.15043211645497193,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,No,No,10,1,0,Fiber optic,1,0,1,0,1,1,One year,Yes,Electronic check,98.9,1064.95,0,10,5,1064.95,3,0.36581205700154606,Medium Risk,Low Value,General engagement
Male,0,Yes,No,65,1,1,Fiber optic,1,1,1,0,0,0,One year,No,Electronic check,89.75,5769.6,1,65,5,5769.6,1,0.3755133062615515,Medium Risk,High Value,Engage: Notifications + feature updates
Female,0,Yes,Yes,72,1,0,DSL,1,0,1,1,1,1,Two year,Yes,Bank transfer (automatic),80.45,5886.85,0,72,6,5886.85,1,0.04388304031672997,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,Yes,Yes,55,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,No,Electronic check,79.4,4238.45,0,55,3,4238.45,0,0.286025912820444,Medium Risk,Medium Value,General engagement
Female,0,No,No,1,1,0,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.3,20.3,1,1,1,20.3,2,0.20049318803807473,Medium Risk,Low Value,General engagement
Female,0,No,No,7,1,0,DSL,0,0,1,1,0,1,Month-to-month,No,Bank transfer (automatic),62.8,418.3,0,7,4,418.3,3,0.2388408390767088,Medium Risk,Low Value,General engagement
Female,0,No,No,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,74.9,136.05,0,2,2,136.05,2,0.30257113745946423,Medium Risk,Low Value,General engagement
Female,0,No,No,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.85,708.2,0,9,2,708.2,2,0.2631033366794538,Medium Risk,Low Value,General engagement
Male,0,No,Yes,27,1,1,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),25.85,788.55,0,27,2,788.55,2,0.05726138390828869,Low Risk,Low Value,General engagement
Male,1,Yes,No,7,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,101.95,700.85,1,7,5,700.85,3,0.3198881909040299,Medium Risk,Low Value,General engagement
Female,0,Yes,No,64,1,0,DSL,0,1,1,1,0,1,Two year,Yes,Mailed check,68.3,4378.8,0,64,5,4378.8,1,0.054993120187172756,Low Risk,Medium Value,General engagement
Male,0,No,No,70,0,0,DSL,1,0,1,1,0,1,Two year,No,Bank transfer (automatic),48.4,3442.8,0,70,4,3442.8,0,0.05935942225478675,Low Risk,Medium Value,General engagement
Male,1,No,No,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.0,181.7,1,2,4,181.7,3,0.3268062176768031,Medium Risk,Low Value,General engagement
Male,1,No,No,67,1,0,Fiber optic,1,1,0,1,1,1,Two year,Yes,Electronic check,105.05,7171.7,0,67,6,7171.7,1,0.08429176524681553,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,45,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,1,45,4,4016.85,0,0.31069154064761473,Medium Risk,Medium Value,General engagement
Female,0,No,No,24,1,1,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.15,553.0,0,24,2,553.0,2,0.062372905067600876,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,4,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.5,96.85,0,4,1,96.85,2,0.07287613522488494,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,44,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,0,44,4,4122.9,1,0.32601060064123255,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,72,1,0,No,0,0,0,0,0,0,Two year,Yes,Mailed check,20.7,1482.3,0,72,1,1482.3,0,0.07659312109726693,Low Risk,Low Value,General engagement
Female,0,No,No,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),74.3,74.3,1,1,2,74.3,2,0.33107035490601633,Medium Risk,Low Value,General engagement
Male,0,No,No,66,1,0,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.35,1240.8,0,66,1,1240.8,0,0.07486129919859814,Low Risk,Low Value,General engagement
Male,0,No,No,1,0,0,DSL,0,1,0,1,0,1,Month-to-month,Yes,Mailed check,44.65,44.65,1,1,3,44.65,2,0.22250032281630663,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,13,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,No,Electronic check,84.05,1095.3,1,13,3,1095.3,2,0.208199929439243,Medium Risk,Low Value,General engagement
Male,0,No,No,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,1,10,3,788.8,2,0.30762233316860144,Medium Risk,Low Value,General engagement
Male,1,Yes,No,65,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,104.35,6578.55,0,65,6,6578.55,1,0.3428837149616466,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,No,Yes,1,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.55,19.55,0,1,1,19.55,2,0.17693028945465705,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,38,1,0,DSL,1,1,1,1,1,0,One year,No,Electronic check,74.05,2802.3,0,38,6,2802.3,3,0.18576741271010078,Low Risk,Medium Value,General engagement
Male,0,No,Yes,23,0,0,DSL,1,0,1,1,0,0,Two year,No,Mailed check,40.1,857.75,0,23,3,857.75,3,0.061352335290921316,Low Risk,Low Value,General engagement
Female,0,Yes,No,10,1,0,No,0,0,0,0,0,0,One year,No,Mailed check,20.1,184.4,0,10,1,184.4,2,0.13410312392510126,Low Risk,Low Value,General engagement
Male,0,No,Yes,4,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,101.7,364.55,1,4,5,364.55,3,0.32827787261960006,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,72,1,1,DSL,1,0,1,1,1,1,Two year,Yes,Credit card (automatic),83.55,6093.3,0,72,7,6093.3,1,0.05548104041731575,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,No,35,1,0,DSL,0,1,0,1,0,0,Month-to-month,No,Electronic check,56.85,1861.1,0,35,3,1861.1,0,0.17464797813483737,Low Risk,Low Value,General engagement
Female,0,No,No,1,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.4,20.4,1,1,1,20.4,2,0.20049318803807473,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,58,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.55,1079.65,0,58,1,1079.65,0,0.07287613522488494,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,70,1,0,Fiber optic,0,1,1,1,1,1,One year,Yes,Electronic check,106.15,7475.1,0,70,6,7475.1,1,0.3595455180741905,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,Yes,Yes,38,1,1,DSL,0,1,1,0,1,1,One year,No,Credit card (automatic),78.95,2862.55,0,38,6,2862.55,3,0.23772437171327143,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,60,0,0,DSL,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,49.75,3069.45,0,60,3,3069.45,0,0.21300221450180004,Medium Risk,Medium Value,General engagement
Male,0,No,No,26,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,0,26,5,2349.8,3,0.3205851507069213,Medium Risk,Medium Value,General engagement
Female,0,No,No,8,1,0,DSL,1,1,0,1,0,0,One year,No,Bank transfer (automatic),58.2,469.25,0,8,4,469.25,3,0.2528554124418947,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,41,1,1,Fiber optic,0,0,1,1,1,1,One year,Yes,Electronic check,102.6,4213.35,1,41,6,4213.35,1,0.3557845455900687,Medium Risk,Medium Value,General engagement
Female,1,Yes,No,36,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,0,36,4,3301.05,3,0.3303301954646804,Medium Risk,Medium Value,General engagement
Male,1,No,No,54,1,0,DSL,0,0,1,1,0,1,One year,No,Bank transfer (automatic),65.25,3529.95,0,54,4,3529.95,0,0.31888874670570366,Medium Risk,Medium Value,General engagement
Male,0,Yes,Yes,71,1,1,Fiber optic,0,1,1,0,1,1,Two year,Yes,Bank transfer (automatic),106.0,7723.7,1,71,6,7723.7,1,0.17180803634871367,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,55,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,73.1,4144.9,0,55,2,4144.9,0,0.3159058198523594,Medium Risk,Medium Value,General engagement
Female,0,No,No,72,1,1,DSL,1,1,0,0,0,0,Two year,No,Bank transfer (automatic),59.75,4265.0,0,72,4,4265.0,1,0.038634303014415575,Low Risk,Medium Value,General engagement
Female,0,No,Yes,3,1,0,DSL,1,0,0,1,0,0,Month-to-month,Yes,Mailed check,55.1,154.65,1,3,3,154.65,2,0.189589932011611,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,54,1,1,DSL,0,1,1,0,0,0,Two year,Yes,Bank transfer (automatic),59.8,3246.45,0,54,4,3246.45,0,0.07879768814873396,Low Risk,Medium Value,General engagement
Male,0,Yes,Yes,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),116.6,8337.45,0,72,8,8337.45,1,0.13002854932278413,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,No,No,52,1,1,Fiber optic,1,0,1,1,1,1,Two year,Yes,Electronic check,109.3,5731.4,0,52,7,5731.4,1,0.13999125487424352,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,1,No,No,60,1,1,Fiber optic,1,0,0,0,1,1,One year,Yes,Bank transfer (automatic),101.4,6176.6,0,60,5,6176.6,1,0.38928681136714105,Medium Risk,High Value,Engage: Notifications + feature updates
Female,0,No,No,39,0,0,DSL,0,0,1,0,1,1,Month-to-month,Yes,Credit card (automatic),50.65,1905.4,0,39,3,1905.4,0,0.18830658708159156,Low Risk,Low Value,General engagement
Female,0,No,No,15,1,0,DSL,0,0,0,0,1,0,One year,No,Mailed check,56.15,931.9,0,15,2,931.9,2,0.17976471532753432,Low Risk,Low Value,General engagement
Male,0,No,No,69,1,1,Fiber optic,0,0,1,1,1,1,Two year,Yes,Bank transfer (automatic),106.5,7348.8,1,69,6,7348.8,1,0.17693467202354657,Low Risk,High Value,Reward: Loyalty perks / premium features
Male,0,Yes,Yes,43,1,0,No,0,0,0,0,0,0,One year,Yes,Mailed check,19.2,776.25,0,43,1,776.25,0,0.10254095742624296,Low Risk,Low Value,General engagement
Female,1,No,No,63,1,1,DSL,1,1,1,1,1,0,One year,No,Bank transfer (automatic),83.0,5243.05,0,63,7,5243.05,1,0.26760874376784244,Medium Risk,High Value,Engage: Notifications + feature updates
Male,1,Yes,No,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,70.1,141.65,0,2,1,141.65,2,0.2654949592515822,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),108.3,7679.65,0,72,7,7679.65,1,0.1170411986106005,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,Yes,32,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,1,32,4,2954.5,3,0.31698103582174864,Medium Risk,Medium Value,General engagement
Male,0,Yes,Yes,40,1,1,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.25,1006.9,0,40,2,1006.9,0,0.0568980466752357,Low Risk,Low Value,General engagement
Female,0,Yes,No,58,0,0,DSL,1,1,0,0,1,0,One year,Yes,Electronic check,45.35,2540.1,0,58,3,2540.1,0,0.2145545975574905,Medium Risk,Medium Value,General engagement
Male,0,No,No,67,0,0,DSL,1,0,0,1,1,0,Two year,No,Electronic check,43.9,3097.2,0,67,3,3097.2,0,0.07719014961331785,Low Risk,Medium Value,General engagement
Female,1,Yes,No,51,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,77.5,3807.35,1,51,3,3807.35,0,0.2585342543661257,Medium Risk,Medium Value,General engagement
Male,0,Yes,No,31,1,1,DSL,0,0,1,1,1,1,One year,Yes,Mailed check,79.3,2484.0,0,31,6,2484.0,3,0.27994845738179075,Medium Risk,Medium Value,General engagement
Male,1,Yes,No,69,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,0,69,4,5785.65,1,0.3289471235285633,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,Yes,No,32,1,1,Fiber optic,0,0,0,1,0,0,One year,Yes,Electronic check,79.25,2619.15,0,32,3,2619.15,3,0.3985419632443967,Medium Risk,Medium Value,General engagement
Female,0,No,No,21,1,0,DSL,1,1,0,1,1,0,Two year,No,Credit card (automatic),71.05,1524.85,0,21,5,1524.85,3,0.0680109051305468,Low Risk,Low Value,General engagement
Male,0,No,No,52,1,0,DSL,1,0,1,0,0,0,One year,No,Electronic check,53.75,2790.65,0,52,3,2790.65,0,0.22057724562570397,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,72,1,1,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),24.25,1784.5,0,72,2,1784.5,0,0.0568980466752357,Low Risk,Low Value,General engagement
Female,0,Yes,No,72,0,0,DSL,0,1,1,0,1,1,Two year,Yes,Electronic check,54.2,3937.45,1,72,4,3937.45,1,0.07698449215990592,Low Risk,Medium Value,General engagement
Male,0,Yes,Yes,52,0,0,DSL,1,0,1,0,0,1,One year,No,Bank transfer (automatic),44.25,2276.1,0,52,3,2276.1,0,0.23089681759035596,Medium Risk,Medium Value,General engagement
Female,0,No,No,41,1,0,DSL,0,0,0,1,0,0,One year,No,Bank transfer (automatic),50.05,2029.05,0,41,2,2029.05,0,0.2460626473548774,Medium Risk,Medium Value,General engagement
Male,0,No,No,41,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,20.15,802.35,0,41,1,802.35,0,0.06986129919859814,Low Risk,Low Value,General engagement
Female,0,No,No,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,69.25,418.4,1,6,1,418.4,2,0.25332927717620096,Medium Risk,Low Value,General engagement
Male,0,Yes,Yes,67,1,1,DSL,1,1,1,1,0,0,One year,Yes,Credit card (automatic),69.35,4653.25,0,67,6,4653.25,1,0.23032390624577975,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,16,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.35,275.9,0,16,1,275.9,2,0.12522422050120177,Low Risk,Low Value,General engagement
Male,0,No,No,17,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.15,343.45,0,17,1,343.45,2,0.06439666861247643,Low Risk,Low Value,General engagement
Male,0,Yes,No,35,1,0,DSL,1,1,1,0,0,0,Month-to-month,No,Mailed check,61.0,2130.45,0,35,4,2130.45,3,0.1722265762328732,Low Risk,Medium Value,General engagement
Female,0,Yes,Yes,58,1,0,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.5,1191.4,0,58,1,1191.4,0,0.07287613522488494,Low Risk,Low Value,General engagement
Male,0,No,No,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,50.5,50.5,1,1,2,50.5,2,0.1969526988743678,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,52,0,0,DSL,0,1,1,1,1,0,Two year,No,Mailed check,50.2,2554.0,0,52,4,2554.0,0,0.04797712315907789,Low Risk,Medium Value,General engagement
Female,0,No,No,70,1,0,DSL,1,0,1,1,1,1,Two year,No,Bank transfer (automatic),79.6,5589.45,0,70,6,5589.45,1,0.06900238455557452,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,Yes,19,1,1,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),24.9,467.7,0,19,2,467.7,2,0.05714590472930821,Low Risk,Low Value,General engagement
Male,1,No,No,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.4,74.4,1,1,2,74.4,2,0.3734077822370767,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,35,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,Yes,Electronic check,106.9,3756.45,0,35,6,3756.45,3,0.24491270404528895,Medium Risk,Medium Value,General engagement
Female,0,No,No,32,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,101.35,3334.9,0,32,5,3334.9,3,0.34840966000561296,Medium Risk,Medium Value,General engagement
Female,0,Yes,Yes,17,1,0,DSL,1,0,0,1,0,0,Month-to-month,Yes,Credit card (automatic),55.35,920.5,0,17,3,920.5,2,0.18763851029658374,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,67,1,0,DSL,0,1,0,0,0,0,One year,No,Credit card (automatic),50.55,3431.75,0,67,2,3431.75,0,0.18632776958739306,Low Risk,Medium Value,General engagement
Female,0,No,No,9,1,0,No,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),19.5,150.35,0,9,1,150.35,2,0.1612699681156291,Low Risk,Low Value,General engagement
Male,0,No,Yes,31,1,1,DSL,0,1,0,1,1,1,One year,Yes,Mailed check,79.45,2587.7,1,31,6,2587.7,3,0.2445645871306984,Medium Risk,Medium Value,General engagement
Male,0,No,No,4,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,No,Electronic check,90.65,367.95,0,4,4,367.95,3,0.2717238472718153,Medium Risk,Low Value,General engagement
Male,1,Yes,Yes,58,1,1,Fiber optic,1,1,0,1,0,0,One year,Yes,Bank transfer (automatic),89.85,5125.75,0,58,5,5125.75,1,0.34085148774910584,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,No,No,60,1,0,DSL,1,0,1,1,1,1,One year,No,Mailed check,79.0,4801.1,0,60,6,4801.1,1,0.31110480906366844,Medium Risk,Medium Value,General engagement
Male,0,No,No,58,1,1,Fiber optic,0,0,1,1,1,1,One year,Yes,Electronic check,104.65,6219.6,1,58,6,6219.6,1,0.4660406064919598,High Risk,High Value,Priority: Give discounts + personal offers
Male,0,No,No,1,1,0,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.55,19.55,0,1,1,19.55,2,0.20049318803807473,Medium Risk,Low Value,General engagement
Female,0,Yes,Yes,27,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.9,550.1,0,27,1,550.1,2,0.07659312109726693,Low Risk,Low Value,General engagement
Male,1,Yes,Yes,66,1,1,Fiber optic,1,1,1,1,1,1,One year,Yes,Electronic check,116.25,7862.25,0,66,8,7862.25,1,0.3370386214804605,Medium Risk,High Value,Engage: Notifications + feature updates
Male,0,No,No,15,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,0,15,4,1242.2,3,0.31471104679393586,Medium Risk,Low Value,General engagement
Male,1,Yes,No,47,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,100.05,4871.05,1,47,5,4871.05,1,0.3198881909040299,Medium Risk,Medium Value,General engagement
Female,0,No,No,41,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,0,41,3,3190.65,0,0.2761986211834837,Medium Risk,Medium Value,General engagement
Male,0,Yes,No,59,0,0,DSL,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,44.3,2666.75,0,59,2,2666.75,0,0.22731219463833405,Medium Risk,Medium Value,General engagement
Female,0,No,Yes,50,1,0,Fiber optic,0,0,0,0,0,0,Two year,No,Credit card (automatic),70.35,3533.6,0,50,1,3533.6,0,0.13976337619371607,Low Risk,Medium Value,General engagement
Male,0,Yes,Yes,17,0,0,DSL,1,0,1,0,1,0,One year,No,Credit card (automatic),44.45,792.15,0,17,3,792.15,2,0.18159952995705797,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,6,1,0,DSL,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,49.15,295.65,0,6,2,295.65,2,0.13119066035399551,Low Risk,Low Value,General engagement
Male,1,Yes,No,51,0,0,DSL,0,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,0,51,1,1459.35,0,0.1765063565890127,Low Risk,Low Value,General engagement
Male,0,No,No,44,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,No,Electronic check,100.55,4398.15,1,44,5,4398.15,1,0.3505883592747083,Medium Risk,Medium Value,General engagement
Male,0,Yes,No,49,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,0,49,3,4297.95,0,0.29414726651066914,Medium Risk,Medium Value,General engagement
Male,0,No,No,2,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,No,Electronic check,95.65,167.3,1,2,4,167.3,3,0.33048407714240996,Medium Risk,Low Value,General engagement
Male,0,Yes,No,59,1,1,DSL,1,0,0,1,0,1,One year,Yes,Mailed check,69.1,4096.9,0,59,5,4096.9,1,0.30706564704242106,Medium Risk,Medium Value,General engagement
Male,1,No,No,50,1,1,DSL,1,1,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,0,50,5,3454.6,1,0.19627750653133189,Low Risk,Medium Value,General engagement
Female,0,Yes,Yes,59,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,20.6,1286.0,0,59,1,1286.0,0,0.07659312109726693,Low Risk,Low Value,General engagement
Male,0,No,No,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Mailed check,74.15,1387.0,0,18,2,1387.0,2,0.30257113745946423,Medium Risk,Low Value,General engagement
Male,0,No,No,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,75.05,786.3,0,10,2,786.3,2,0.3115144060964449,Medium Risk,Low Value,General engagement
Male,0,Yes,No,14,1,0,DSL,0,0,0,0,0,0,One year,No,Electronic check,44.6,641.25,0,14,1,641.25,2,0.20394098819962142,Medium Risk,Low Value,General engagement
Male,0,No,No,35,1,0,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),21.45,705.45,0,35,1,705.45,0,0.07486129919859814,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,8,1,0,DSL,0,0,0,0,0,0,One year,Yes,Mailed check,43.45,345.5,0,8,1,345.5,2,0.17133824493097663,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,18,1,0,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),20.05,345.9,0,18,1,345.9,2,0.12615228022144093,Low Risk,Low Value,General engagement
Female,0,Yes,Yes,60,1,1,Fiber optic,1,1,0,0,1,0,One year,No,Bank transfer (automatic),94.15,5811.8,0,60,5,5811.8,1,0.35481223324071415,Medium Risk,High Value,Engage: Notifications + feature updates
Female,0,No,No,1,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,No,Electronic check,94.4,94.4,1,1,4,94.4,3,0.3819383494466541,Medium Risk,Low Value,General engagement
Female,0,No,No,6,1,0,No,0,0,0,0,0,0,Two year,No,Mailed check,19.55,124.45,0,6,1,124.45,2,0.06439666861247643,Low Risk,Low Value,General engagement
Female,0,No,Yes,19,1,1,DSL,1,1,0,1,1,0,Month-to-month,Yes,Mailed check,75.9,1375.6,0,19,6,1375.6,3,0.1828419893573721,Low Risk,Low Value,General engagement
Male,0,Yes,Yes,53,1,1,DSL,1,1,0,1,0,0,One year,No,Bank transfer (automatic),64.15,3491.55,0,53,5,3491.55,1,0.230959686233044,Medium Risk,Medium Value,General engagement
Male,1,Yes,No,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,Yes,Bank transfer (automatic),109.55,7920.7,0,72,7,7920.7,1,0.13374517292171467,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,Yes,No,60,1,1,Fiber optic,0,1,1,1,1,1,Two year,Yes,Credit card (automatic),110.8,6640.7,0,60,7,6640.7,1,0.14243692975506658,Low Risk,High Value,Reward: Loyalty perks / premium features
Female,0,No,No,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,Yes,Credit card (automatic),55.0,55.0,1,1,2,55.0,2,0.22808060921427195,Medium Risk,Low Value,General engagement
